accuracy,n_classes,clf_time,train_time
0.9916666666666667,2,0.13282394409179688,3.3586130142211914
0.95625,3,0.11557197570800781,6.923820734024048
0.955,4,0.12645602226257324,10.497972965240479
0.8291666666666667,5,0.13632798194885254,18.739885807037354
0.8,6,0.15175914764404297,10.278012990951538
0.7333333333333333,7,0.15834498405456543,13.381209135055542
0.8633333333333333,8,0.15535807609558105,34.87888264656067
0.7433333333333333,9,0.17046809196472168,23.4007351398468
0.65,10,0.1509089469909668,28.859447956085205
0.73,11,0.15738487243652344,30.450541973114014
0.6433333333333333,12,0.15215587615966797,48.00094795227051
0.68,13,0.16039395332336426,56.97769808769226
0.6633333333333333,14,0.15150094032287598,61.660520792007446
0.66,15,0.1989450454711914,40.8915798664093
0.6866666666666666,16,0.1610121726989746,65.75795412063599
0.6566666666666666,17,0.16186809539794922,51.60834002494812
0.6366666666666667,18,0.15361475944519043,60.8464560508728
0.66,19,0.24445390701293945,76.5077760219574
0.7533333333333333,20,0.15594696998596191,76.06097984313965
0.64,21,0.16475892066955566,56.27080297470093
0.6266666666666667,22,0.16568517684936523,75.53776001930237
0.5566666666666666,23,0.16243791580200195,63.064270973205566
0.62,24,0.16574788093566895,91.48261618614197
0.6166666666666667,25,0.16251301765441895,77.49916291236877
0.6066666666666667,26,0.19478225708007812,132.0176079273224
0.6066666666666667,27,0.18399786949157715,78.68707919120789
0.6366666666666667,28,0.5248920917510986,88.58583211898804
0.6766666666666666,29,0.2009878158569336,124.20056819915771
0.6833333333333333,30,0.20798826217651367,133.5674021244049
0.66,31,0.20669984817504883,103.78956007957458
0.6033333333333334,32,0.20206403732299805,196.05474400520325
0.64,33,0.19053387641906738,174.01367902755737
0.6633333333333333,34,0.20006585121154785,145.86515831947327
0.68,35,0.1629180908203125,83.62365102767944
0.6766666666666666,36,0.1640009880065918,130.98617792129517
0.59,37,0.2215900421142578,149.51292610168457
0.6266666666666667,38,0.2315201759338379,168.24156594276428
0.6233333333333333,39,0.21475791931152344,222.9475061893463
0.6566666666666666,40,0.22542309761047363,193.45409083366394
0.7066666666666667,41,0.21524882316589355,185.98548793792725
0.6433333333333333,42,0.2251288890838623,151.8900270462036
0.6033333333333334,43,0.22581720352172852,148.97579288482666
0.5933333333333334,44,0.2260589599609375,134.4259970188141
0.6233333333333333,45,0.23317503929138184,293.5397388935089
0.61,46,0.22487211227416992,140.8341269493103
0.6533333333333333,47,0.265516996383667,177.98995399475098
0.6666666666666666,48,0.21681809425354004,184.7759211063385
0.5933333333333334,49,0.2942650318145752,220.94051599502563
0.6366666666666667,50,0.31446003913879395,264.7162640094757
